allotrope,r,elements,G(r),type
alpha,1.215,BAg,0,DFT
alpha,1.215,AgAg,0,DFT
alpha,1.225,BB,0,DFT
alpha,1.225,BAg,0,DFT
alpha,1.225,AgAg,0,DFT
alpha,1.235,BB,0,DFT
alpha,1.235,BAg,0,DFT
alpha,1.235,AgAg,0,DFT
alpha,1.245,BB,0,DFT
alpha,1.245,BAg,0,DFT
alpha,1.245,AgAg,0,DFT
alpha,1.255,BB,0,DFT
alpha,1.255,BAg,0,DFT
alpha,1.255,AgAg,0,DFT
alpha,1.265,BB,0,DFT
alpha,1.265,BAg,0,DFT
alpha,1.265,AgAg,0,DFT
alpha,1.275,BB,0,DFT
alpha,1.275,BAg,0,DFT
alpha,1.275,AgAg,0,DFT
alpha,1.285,BB,0,DFT
alpha,1.285,BAg,0,DFT
alpha,1.285,AgAg,0,DFT
alpha,1.295,BB,0,DFT
alpha,1.295,BAg,0,DFT
alpha,1.295,AgAg,0,DFT
alpha,1.305,BB,0,DFT
alpha,1.305,BAg,0,DFT
alpha,1.305,AgAg,0,DFT
alpha,1.315,BB,0,DFT
alpha,1.315,BAg,0,DFT
alpha,1.315,AgAg,0,DFT
alpha,1.325,BB,0,DFT
alpha,1.325,BAg,0,DFT
alpha,1.325,AgAg,0,DFT
alpha,1.335,BB,0,DFT
alpha,1.335,BAg,0,DFT
alpha,1.335,AgAg,0,DFT
alpha,1.345,BB,0,DFT
alpha,1.345,BAg,0,DFT
alpha,1.345,AgAg,0,DFT
alpha,1.355,BB,0,DFT
alpha,1.355,BAg,0,DFT
alpha,1.355,AgAg,0,DFT
alpha,1.365,BB,0,DFT
alpha,1.365,BAg,0,DFT
alpha,1.365,AgAg,0,DFT
alpha,1.375,BB,0,DFT
alpha,1.375,BAg,0,DFT
alpha,1.375,AgAg,0,DFT
alpha,1.385,BB,0,DFT
alpha,1.385,BAg,0,DFT
alpha,1.385,AgAg,0,DFT
alpha,1.395,BB,0,DFT
alpha,1.395,BAg,0,DFT
alpha,1.395,AgAg,0,DFT
alpha,1.405,BB,0,DFT
alpha,1.405,BAg,0,DFT
alpha,1.405,AgAg,0,DFT
alpha,1.415,BB,0,DFT
alpha,1.415,BAg,0,DFT
alpha,1.415,AgAg,0,DFT
alpha,1.425,BB,0,DFT
alpha,1.425,BAg,0,DFT
alpha,1.425,AgAg,0,DFT
alpha,1.435,BB,0,DFT
alpha,1.435,BAg,0,DFT
alpha,1.435,AgAg,0,DFT
alpha,1.445,BB,0,DFT
alpha,1.445,BAg,0,DFT
alpha,1.445,AgAg,0,DFT
alpha,1.455,BB,0,DFT
alpha,1.455,BAg,0,DFT
alpha,1.455,AgAg,0,DFT
alpha,1.465,BB,0,DFT
alpha,1.465,BAg,0,DFT
alpha,1.465,AgAg,0,DFT
alpha,1.475,BB,0,DFT
alpha,1.475,BAg,0,DFT
alpha,1.475,AgAg,0,DFT
alpha,1.485,BB,0,DFT
alpha,1.485,BAg,0,DFT
alpha,1.485,AgAg,0,DFT
alpha,1.495,BB,0,DFT
alpha,1.495,BAg,0,DFT
alpha,1.495,AgAg,0,DFT
alpha,1.505,BB,3.1295669108665255e-5,DFT
alpha,1.505,BAg,0,DFT
alpha,1.505,AgAg,0,DFT
alpha,1.515,BB,1.0810657256397227e-4,DFT
alpha,1.515,BAg,0,DFT
alpha,1.515,AgAg,0,DFT
alpha,1.525,BB,1.524223763245028e-4,DFT
alpha,1.525,BAg,0,DFT
alpha,1.525,AgAg,0,DFT
alpha,1.535,BB,9.02666207937074e-4,DFT
alpha,1.535,BAg,0,DFT
alpha,1.535,AgAg,0,DFT
alpha,1.545,BB,0.0017077997708456302,DFT
alpha,1.545,BAg,0,DFT
alpha,1.545,AgAg,0,DFT
alpha,1.555,BB,0.005805370292629499,DFT
alpha,1.555,BAg,0,DFT
alpha,1.555,AgAg,0,DFT
alpha,1.565,BB,0.01194044195860702,DFT
alpha,1.565,BAg,0,DFT
alpha,1.565,AgAg,0,DFT
alpha,1.575,BB,0.025450591350842915,DFT
alpha,1.575,BAg,0,DFT
alpha,1.575,AgAg,0,DFT
alpha,1.585,BB,0.04859589289716145,DFT
alpha,1.585,BAg,0,DFT
alpha,1.585,AgAg,0,DFT
alpha,1.595,BB,0.09502941761332252,DFT
alpha,1.595,BAg,0,DFT
alpha,1.595,AgAg,0,DFT
alpha,1.605,BB,0.15571766982201082,DFT
alpha,1.605,BAg,0,DFT
alpha,1.605,AgAg,0,DFT
alpha,1.615,BB,0.24561576556813555,DFT
alpha,1.615,BAg,0,DFT
alpha,1.615,AgAg,0,DFT
alpha,1.625,BB,0.3610035446330216,DFT
alpha,1.625,BAg,0,DFT
alpha,1.625,AgAg,0,DFT
alpha,1.635,BB,0.4829338072136281,DFT
alpha,1.635,BAg,0,DFT
alpha,1.635,AgAg,0,DFT
alpha,1.645,BB,0.6392682526505838,DFT
alpha,1.645,BAg,0,DFT
alpha,1.645,AgAg,0,DFT
alpha,1.655,BB,0.7760629953569411,DFT
alpha,1.655,BAg,0,DFT
alpha,1.655,AgAg,0,DFT
alpha,1.665,BB,0.9075787441961763,DFT
alpha,1.665,BAg,0,DFT
alpha,1.665,AgAg,0,DFT
alpha,1.675,BB,1,DFT
alpha,1.675,BAg,0,DFT
alpha,1.675,AgAg,0,DFT
alpha,1.685,BB,1,DFT
alpha,1.685,BAg,0,DFT
alpha,1.685,AgAg,0,DFT
alpha,1.695,BB,1,DFT
alpha,1.695,BAg,0,DFT
alpha,1.695,AgAg,0,DFT
alpha,1.705,BB,1,DFT
alpha,1.705,BAg,0,DFT
alpha,1.705,AgAg,0,DFT
alpha,1.715,BB,0.9625985979287728,DFT
alpha,1.715,BAg,0,DFT
alpha,1.715,AgAg,0,DFT
alpha,1.725,BB,0.8790757913874572,DFT
alpha,1.725,BAg,0,DFT
alpha,1.725,AgAg,0,DFT
alpha,1.735,BB,0.7874466174479273,DFT
alpha,1.735,BAg,0,DFT
alpha,1.735,AgAg,0,DFT
alpha,1.745,BB,0.6937912264809023,DFT
alpha,1.745,BAg,0,DFT
alpha,1.745,AgAg,0,DFT
alpha,1.755,BB,0.607990764384487,DFT
alpha,1.755,BAg,0,DFT
alpha,1.755,AgAg,0,DFT
alpha,1.765,BB,0.527942250573675,DFT
alpha,1.765,BAg,0,DFT
alpha,1.765,AgAg,0,DFT
alpha,1.775,BB,0.4557971005343779,DFT
alpha,1.775,BAg,0,DFT
alpha,1.775,AgAg,0,DFT
alpha,1.785,BB,0.3881792328063204,DFT
alpha,1.785,BAg,0,DFT
alpha,1.785,AgAg,0,DFT
alpha,1.795,BB,0.3341377356644372,DFT
alpha,1.795,BAg,0,DFT
alpha,1.795,AgAg,0,DFT
alpha,1.805,BB,0.2853359036920367,DFT
alpha,1.805,BAg,0,DFT
alpha,1.805,AgAg,0,DFT
alpha,1.815,BB,0.24087913527367535,DFT
alpha,1.815,BAg,0,DFT
alpha,1.815,AgAg,0,DFT
alpha,1.825,BB,0.20477393889848083,DFT
alpha,1.825,BAg,0,DFT
alpha,1.825,AgAg,0,DFT
alpha,1.835,BB,0.1721764614903872,DFT
alpha,1.835,BAg,0,DFT
alpha,1.835,AgAg,0,DFT
alpha,1.845,BB,0.14406232935732613,DFT
alpha,1.845,BAg,0,DFT
alpha,1.845,AgAg,0,DFT
alpha,1.855,BB,0.12110641158776203,DFT
alpha,1.855,BAg,0,DFT
alpha,1.855,AgAg,0,DFT
alpha,1.865,BB,0.09911224776448234,DFT
alpha,1.865,BAg,0,DFT
alpha,1.865,AgAg,0,DFT
alpha,1.875,BB,0.07904119728423664,DFT
alpha,1.875,BAg,0,DFT
alpha,1.875,AgAg,0,DFT
alpha,1.885,BB,0.0646568839424652,DFT
alpha,1.885,BAg,0,DFT
alpha,1.885,AgAg,0,DFT
alpha,1.895,BB,0.05156798719765669,DFT
alpha,1.895,BAg,0,DFT
alpha,1.895,AgAg,0,DFT
alpha,1.905,BB,0.04102559206103208,DFT
alpha,1.905,BAg,0,DFT
alpha,1.905,AgAg,0,DFT
alpha,1.915,BB,0.03142497088224432,DFT
alpha,1.915,BAg,0,DFT
alpha,1.915,AgAg,0,DFT
alpha,1.925,BB,0.02430740774642775,DFT
alpha,1.925,BAg,0,DFT
alpha,1.925,AgAg,0,DFT
alpha,1.935,BB,0.018584624562444568,DFT
alpha,1.935,BAg,0,DFT
alpha,1.935,AgAg,0,DFT
alpha,1.945,BB,0.013914988779011227,DFT
alpha,1.945,BAg,0,DFT
alpha,1.945,AgAg,0,DFT
alpha,1.955,BB,0.010638128635773965,DFT
alpha,1.955,BAg,0,DFT
alpha,1.955,AgAg,0,DFT
alpha,1.965,BB,0.007904484292193918,DFT
alpha,1.965,BAg,0,DFT
alpha,1.965,AgAg,0,DFT
alpha,1.975,BB,0.005770791971390425,DFT
alpha,1.975,BAg,0,DFT
alpha,1.975,AgAg,0,DFT
alpha,1.985,BB,0.003940476678966091,DFT
alpha,1.985,BAg,0,DFT
alpha,1.985,AgAg,0,DFT
alpha,1.995,BB,0.0024760192792684737,DFT
alpha,1.995,BAg,0,DFT
alpha,1.995,AgAg,0,DFT
alpha,2.005,BB,0.0018782136059618015,DFT
alpha,2.005,BAg,0,DFT
alpha,2.005,AgAg,0,DFT
alpha,2.015,BB,0.001580249797201539,DFT
alpha,2.015,BAg,0,DFT
alpha,2.015,AgAg,0,DFT
alpha,2.025,BB,0.0010632794326062049,DFT
alpha,2.025,BAg,0,DFT
alpha,2.025,AgAg,0,DFT
alpha,2.035,BB,6.248717714011559e-4,DFT
alpha,2.035,BAg,0,DFT
alpha,2.035,AgAg,0,DFT
alpha,2.045,BB,4.4924988242423864e-4,DFT
alpha,2.045,BAg,0,DFT
alpha,2.045,AgAg,0,DFT
alpha,2.055,BB,4.5327428768026967e-4,DFT
alpha,2.055,BAg,0,DFT
alpha,2.055,AgAg,0,DFT
alpha,2.065,BB,2.244513394167611e-4,DFT
alpha,2.065,BAg,0,DFT
alpha,2.065,AgAg,0,DFT
alpha,2.075,BB,1.3995461102150452e-4,DFT
alpha,2.075,BAg,0,DFT
alpha,2.075,AgAg,0,DFT
alpha,2.085,BB,1.386289245842237e-4,DFT
alpha,2.085,BAg,0,DFT
alpha,2.085,AgAg,0,DFT
alpha,2.095,BB,4.8466464867731216e-5,DFT
alpha,2.095,BAg,0,DFT
alpha,2.095,AgAg,0,DFT
alpha,2.105,BB,1.6002929135747135e-5,DFT
alpha,2.105,BAg,0,DFT
alpha,2.105,AgAg,0,DFT
alpha,2.115,BB,1.584510932178513e-5,DFT
alpha,2.115,BAg,0,DFT
alpha,2.115,AgAg,0,DFT
alpha,2.125,BB,3.1406142978438656e-5,DFT
alpha,2.125,BAg,0.0013663312738459105,DFT
alpha,2.125,AgAg,0,DFT
alpha,2.135,BB,3.110628533191085e-5,DFT
alpha,2.135,BAg,0.0031127139874997066,DFT
alpha,2.135,AgAg,0,DFT
alpha,2.145,BB,3.852381658812501e-5,DFT
alpha,2.145,BAg,0.0057656584283049955,DFT
alpha,2.145,AgAg,0,DFT
alpha,2.155,BB,0,DFT
alpha,2.155,BAg,0.0063762126112809165,DFT
alpha,2.155,AgAg,0,DFT
alpha,2.165,BB,0,DFT
alpha,2.165,BAg,0.006317505478302461,DFT
alpha,2.165,AgAg,0,DFT
alpha,2.175,BB,0,DFT
alpha,2.175,BAg,0.008476692032267913,DFT
alpha,2.175,AgAg,0,DFT
alpha,2.185,BB,0,DFT
alpha,2.185,BAg,0.017961292842302756,DFT
alpha,2.185,AgAg,0,DFT
alpha,2.195,BB,0,DFT
alpha,2.195,BAg,0.022406967733323777,DFT
alpha,2.195,AgAg,0,DFT
alpha,2.205,BB,0,DFT
alpha,2.205,BAg,0.03235504590897799,DFT
alpha,2.205,AgAg,0,DFT
alpha,2.215,BB,0,DFT
alpha,2.215,BAg,0.04438630035063608,DFT
alpha,2.215,AgAg,0,DFT
alpha,2.225,BB,0,DFT
alpha,2.225,BAg,0.05358292722416608,DFT
alpha,2.225,AgAg,0,DFT
alpha,2.235,BB,0,DFT
alpha,2.235,BAg,0.06965323241474179,DFT
alpha,2.235,AgAg,0,DFT
alpha,2.245,BB,0,DFT
alpha,2.245,BAg,0.08653802182916595,DFT
alpha,2.245,AgAg,0,DFT
alpha,2.255,BB,0,DFT
alpha,2.255,BAg,0.11318982426174236,DFT
alpha,2.255,AgAg,0,DFT
alpha,2.265,BB,0,DFT
alpha,2.265,BAg,0.12674252040227363,DFT
alpha,2.265,AgAg,0,DFT
alpha,2.275,BB,0,DFT
alpha,2.275,BAg,0.1596012117152247,DFT
alpha,2.275,AgAg,0,DFT
alpha,2.285,BB,0,DFT
alpha,2.285,BAg,0.19117205392157469,DFT
alpha,2.285,AgAg,0,DFT
alpha,2.295,BB,0,DFT
alpha,2.295,BAg,0.21937743248370725,DFT
alpha,2.295,AgAg,0,DFT
alpha,2.305,BB,0,DFT
alpha,2.305,BAg,0.22072893248185332,DFT
alpha,2.305,AgAg,0,DFT
alpha,2.315,BB,0,DFT
alpha,2.315,BAg,0.25381998044743487,DFT
alpha,2.315,AgAg,0,DFT
alpha,2.325,BB,0,DFT
alpha,2.325,BAg,0.2873615284123985,DFT
alpha,2.325,AgAg,0,DFT
alpha,2.335,BB,0,DFT
alpha,2.335,BAg,0.3118349872265638,DFT
alpha,2.335,AgAg,0,DFT
alpha,2.345,BB,0,DFT
alpha,2.345,BAg,0.34025603725616455,DFT
alpha,2.345,AgAg,0,DFT
alpha,2.355,BB,0,DFT
alpha,2.355,BAg,0.39588135473816,DFT
alpha,2.355,AgAg,0,DFT
alpha,2.365,BB,0,DFT
alpha,2.365,BAg,0.41790888900149675,DFT
alpha,2.365,AgAg,0,DFT
alpha,2.375,BB,0,DFT
alpha,2.375,BAg,0.4405358539910345,DFT
alpha,2.375,AgAg,0,DFT
alpha,2.385,BB,0,DFT
alpha,2.385,BAg,0.4560456605541212,DFT
alpha,2.385,AgAg,0,DFT
alpha,2.395,BB,0,DFT
alpha,2.395,BAg,0.4782721810997638,DFT
alpha,2.395,AgAg,0,DFT
alpha,2.405,BB,0,DFT
alpha,2.405,BAg,0.4887016577658414,DFT
alpha,2.405,AgAg,0,DFT
alpha,2.415,BB,0,DFT
alpha,2.415,BAg,0.5113181172684251,DFT
alpha,2.415,AgAg,0,DFT
alpha,2.425,BB,0,DFT
alpha,2.425,BAg,0.5120052997091834,DFT
alpha,2.425,AgAg,0,DFT
alpha,2.435,BB,0,DFT
alpha,2.435,BAg,0.5120052997091834,DFT
alpha,2.435,AgAg,0,DFT
alpha,2.445,BB,0,DFT
alpha,2.445,BAg,0.5161846296074285,DFT
alpha,2.445,AgAg,0,DFT
alpha,2.455,BB,0,DFT
alpha,2.455,BAg,0.5477103600168582,DFT
alpha,2.455,AgAg,0,DFT
alpha,2.465,BB,0,DFT
alpha,2.465,BAg,0.5801204052398897,DFT
alpha,2.465,AgAg,0,DFT
alpha,2.475,BB,0,DFT
alpha,2.475,BAg,0.5801204052398897,DFT
alpha,2.475,AgAg,0,DFT
alpha,2.485,BB,0,DFT
alpha,2.485,BAg,0.5801204052398897,DFT
alpha,2.485,AgAg,0,DFT
alpha,2.495,BB,0,DFT
alpha,2.495,BAg,0.5801204052398897,DFT
alpha,2.495,AgAg,0,DFT
alpha,2.505,BB,0,DFT
alpha,2.505,BAg,0.5628326995022871,DFT
alpha,2.505,AgAg,0,DFT
alpha,2.515,BB,0,DFT
alpha,2.515,BAg,0.5665584395520461,DFT
alpha,2.515,AgAg,0,DFT
alpha,2.525,BB,0,DFT
alpha,2.525,BAg,0.5628326995022871,DFT
alpha,2.525,AgAg,5.789488529754578e-4,DFT
alpha,2.535,BB,0,DFT
alpha,2.535,BAg,0.5581120280409986,DFT
alpha,2.535,AgAg,0.002082084132680935,DFT
alpha,2.545,BB,0,DFT
alpha,2.545,BAg,0.5540618538353062,DFT
alpha,2.545,AgAg,0.004273874783527852,DFT
alpha,2.555,BB,0,DFT
alpha,2.555,BAg,0.5453664004864659,DFT
alpha,2.555,AgAg,0.003922527960538929,DFT
alpha,2.565,BB,0,DFT
alpha,2.565,BAg,0.5453664004864659,DFT
alpha,2.565,AgAg,0.005364570747900791,DFT
alpha,2.575,BB,0,DFT
alpha,2.575,BAg,0.5450221912962658,DFT
alpha,2.575,AgAg,0.011759264903935956,DFT
alpha,2.585,BB,0,DFT
alpha,2.585,BAg,0.5453664004864659,DFT
alpha,2.585,AgAg,0.013912450298982759,DFT
alpha,2.595,BB,0,DFT
alpha,2.595,BAg,0.5429742393100491,DFT
alpha,2.595,AgAg,0.018224540386231936,DFT
alpha,2.605,BB,0,DFT
alpha,2.605,BAg,0.5429742393100491,DFT
alpha,2.605,AgAg,0.029778820480751117,DFT
alpha,2.615,BB,0,DFT
alpha,2.615,BAg,0.5359435966585135,DFT
alpha,2.615,AgAg,0.04274173746788257,DFT
alpha,2.625,BB,0,DFT
alpha,2.625,BAg,0.5335891316411672,DFT
alpha,2.625,AgAg,0.06116450349416559,DFT
alpha,2.635,BB,5.097579990972707e-6,DFT
alpha,2.635,BAg,0.5359435966585135,DFT
alpha,2.635,AgAg,0.07213034590179213,DFT
alpha,2.645,BB,5.5741958291379565e-5,DFT
alpha,2.645,BAg,0.5222870815880836,DFT
alpha,2.645,AgAg,0.0861274158018721,DFT
alpha,2.655,BB,1.0057856743798471e-4,DFT
alpha,2.655,BAg,0.5103967242655738,DFT
alpha,2.655,AgAg,0.10779874261252034,DFT
alpha,2.665,BB,1.3476233914215462e-4,DFT
alpha,2.665,BAg,0.5054443141214756,DFT
alpha,2.665,AgAg,0.13648374751226822,DFT
alpha,2.675,BB,2.2292048722132967e-4,DFT
alpha,2.675,BAg,0.5084383779033768,DFT
alpha,2.675,AgAg,0.16338355179531985,DFT
alpha,2.685,BB,3.4418923226973297e-4,DFT
alpha,2.685,BAg,0.5054443141214756,DFT
alpha,2.685,AgAg,0.19643926957816155,DFT
alpha,2.695,BB,4.246142094647699e-4,DFT
alpha,2.695,BAg,0.5084383779033768,DFT
alpha,2.695,AgAg,0.2500270041814561,DFT
alpha,2.705,BB,9.107939283561173e-4,DFT
alpha,2.705,BAg,0.5084383779033768,DFT
alpha,2.705,AgAg,0.3061602159710593,DFT
alpha,2.715,BB,0.0016110246609241298,DFT
alpha,2.715,BAg,0.5132857331779346,DFT
alpha,2.715,AgAg,0.3485049822227346,DFT
alpha,2.725,BB,0.002210266494537856,DFT
alpha,2.725,BAg,0.5245525589512311,DFT
alpha,2.725,AgAg,0.41613008177425076,DFT
alpha,2.735,BB,0.0037958979473955,DFT
alpha,2.735,BAg,0.5305400685452125,DFT
alpha,2.735,AgAg,0.47541891576944106,DFT
alpha,2.745,BB,0.005706527743145096,DFT
alpha,2.745,BAg,0.5318056707382639,DFT
alpha,2.745,AgAg,0.5275275621378889,DFT
alpha,2.755,BB,0.009219344290236952,DFT
alpha,2.755,BAg,0.5318056707382639,DFT
alpha,2.755,AgAg,0.5842481717421746,DFT
alpha,2.765,BB,0.014350476773657979,DFT
alpha,2.765,BAg,0.5497527502746876,DFT
alpha,2.765,AgAg,0.6522355367748858,DFT
alpha,2.775,BB,0.021423787233639607,DFT
alpha,2.775,BAg,0.5547558339440936,DFT
alpha,2.775,AgAg,0.6912798786157168,DFT
alpha,2.785,BB,0.03137517873093931,DFT
alpha,2.785,BAg,0.5547558339440936,DFT
alpha,2.785,AgAg,0.7524408725411734,DFT
alpha,2.795,BB,0.045149755221468545,DFT
alpha,2.795,BAg,0.5547558339440936,DFT
alpha,2.795,AgAg,0.7604727155079911,DFT
alpha,2.805,BB,0.06400775526565809,DFT
alpha,2.805,BAg,0.5708792845392603,DFT
alpha,2.805,AgAg,0.8334305397209737,DFT
alpha,2.815,BB,0.08500830132221442,DFT
alpha,2.815,BAg,0.5547558339440936,DFT
alpha,2.815,AgAg,0.8658594745291751,DFT
alpha,2.825,BB,0.11211994621500741,DFT
alpha,2.825,BAg,0.552157270847521,DFT
alpha,2.825,AgAg,0.8915943619688577,DFT
alpha,2.835,BB,0.14399909095787158,DFT
alpha,2.835,BAg,0.5613483359926635,DFT
alpha,2.835,AgAg,0.9224559493883796,DFT
alpha,2.845,BB,0.18159448514442092,DFT
alpha,2.845,BAg,0.5613483359926635,DFT
alpha,2.845,AgAg,0.9483878926118768,DFT
alpha,2.855,BB,0.22444029202978374,DFT
alpha,2.855,BAg,0.5628982043032946,DFT
alpha,2.855,AgAg,1,DFT
alpha,2.865,BB,0.2612387119378064,DFT
alpha,2.865,BAg,0.5613483359926635,DFT
alpha,2.865,AgAg,0.9887314247952069,DFT
alpha,2.875,BB,0.2970102614443038,DFT
alpha,2.875,BAg,0.5628982043032946,DFT
alpha,2.875,AgAg,0.9867772449443688,DFT
alpha,2.885,BB,0.328796592354577,DFT
alpha,2.885,BAg,0.5650808737104515,DFT
alpha,2.885,AgAg,0.9867772449443688,DFT
alpha,2.895,BB,0.3484848666580392,DFT
alpha,2.895,BAg,0.5613483359926635,DFT
alpha,2.895,AgAg,0.9549137406504115,DFT
alpha,2.905,BB,0.3484848666580392,DFT
alpha,2.905,BAg,0.5611023840039748,DFT
alpha,2.905,AgAg,0.9434851551092885,DFT
alpha,2.915,BB,0.3484848666580392,DFT
alpha,2.915,BAg,0.5604788524547616,DFT
alpha,2.915,AgAg,0.9077570957305057,DFT
alpha,2.925,BB,0.3484848666580392,DFT
alpha,2.925,BAg,0.5584562372311986,DFT
alpha,2.925,AgAg,0.8786692703333687,DFT
alpha,2.935,BB,0.32958616488382886,DFT
alpha,2.935,BAg,0.5611023840039748,DFT
alpha,2.935,AgAg,0.8552583672992425,DFT
alpha,2.945,BB,0.29872087040783796,DFT
alpha,2.945,BAg,0.5611023840039748,DFT
alpha,2.945,AgAg,0.8284476020741811,DFT
alpha,2.955,BB,0.2632028426504891,DFT
alpha,2.955,BAg,0.5636292626013316,DFT
alpha,2.955,AgAg,0.7927860945168448,DFT
alpha,2.965,BB,0.22564429939049988,DFT
alpha,2.965,BAg,0.5684259443505817,DFT
alpha,2.965,AgAg,0.7465124310873436,DFT
alpha,2.975,BB,0.19015796185179457,DFT
alpha,2.975,BAg,0.5688634669837265,DFT
alpha,2.975,AgAg,0.6823364576727166,DFT
alpha,2.985,BB,0.15406316580234014,DFT
alpha,2.985,BAg,0.584855907976878,DFT
alpha,2.985,AgAg,0.6585102556746801,DFT
alpha,2.995,BB,0.12374878873292784,DFT
alpha,2.995,BAg,0.584855907976878,DFT
alpha,2.995,AgAg,0.6012967466428051,DFT
alpha,3.005,BB,0.09770056531057361,DFT
alpha,3.005,BAg,0.588184293431846,DFT
alpha,3.005,AgAg,0.5518032488987428,DFT
alpha,3.015,BB,0.07575777183673857,DFT
alpha,3.015,BAg,0.588184293431846,DFT
alpha,3.015,AgAg,0.5253602084839794,DFT
alpha,3.025,BB,0.058979710684717045,DFT
alpha,3.025,BAg,0.6045394827098224,DFT
alpha,3.025,AgAg,0.4777501792804682,DFT
alpha,3.035,BB,0.04487988333959352,DFT
alpha,3.035,BAg,0.6150832837927528,DFT
alpha,3.035,AgAg,0.42524560156802327,DFT
alpha,3.045,BB,0.03349461992254203,DFT
alpha,3.045,BAg,0.6124470245371098,DFT
alpha,3.045,AgAg,0.4042949061989772,DFT
alpha,3.055,BB,0.02585030159366448,DFT
alpha,3.055,BAg,0.6215979216438986,DFT
alpha,3.055,AgAg,0.36222869571558347,DFT
alpha,3.065,BB,0.01977649557946701,DFT
alpha,3.065,BAg,0.6239839031221072,DFT
alpha,3.065,AgAg,0.32819159853445606,DFT
alpha,3.075,BB,0.015299336841141733,DFT
alpha,3.075,BAg,0.6393744415097745,DFT
alpha,3.075,AgAg,0.31098340324957463,DFT
alpha,3.085,BB,0.01111809025399521,DFT
alpha,3.085,BAg,0.6411344195594865,DFT
alpha,3.085,AgAg,0.2784541207730982,DFT
alpha,3.095,BB,0.008196877061521321,DFT
alpha,3.095,BAg,0.6444838159883624,DFT
alpha,3.095,AgAg,0.25072098889767436,DFT
alpha,3.105,BB,0.006118232291827775,DFT
alpha,3.105,BAg,0.6566405183036482,DFT
alpha,3.105,AgAg,0.22628178223178153,DFT
alpha,3.115,BB,0.004555610967845791,DFT
alpha,3.115,BAg,0.6597433447740146,DFT
alpha,3.115,AgAg,0.19818053559398086,DFT
alpha,3.125,BB,0.003550046241205491,DFT
alpha,3.125,BAg,0.6762480827486309,DFT
alpha,3.125,AgAg,0.18347323297439977,DFT
alpha,3.135,BB,0.0034372682021482433,DFT
alpha,3.135,BAg,0.6907085765559554,DFT
alpha,3.135,AgAg,0.150876098836214,DFT
alpha,3.145,BB,0.003232670595327902,DFT
alpha,3.145,BAg,0.7031724098721915,DFT
alpha,3.145,AgAg,0.14145199696409305,DFT
alpha,3.155,BB,0.00370721899393025,DFT
alpha,3.155,BAg,0.7124710017661577,DFT
alpha,3.155,AgAg,0.12187757246511975,DFT
alpha,3.165,BB,0.005184254632800639,DFT
alpha,3.165,BAg,0.7124710017661577,DFT
alpha,3.165,AgAg,0.10330740455305447,DFT
alpha,3.175,BB,0.006966150806301429,DFT
alpha,3.175,BAg,0.7161911800875292,DFT
alpha,3.175,AgAg,0.08851535234834991,DFT
alpha,3.185,BB,0.009249771950368824,DFT
alpha,3.185,BAg,0.7407703117410558,DFT
alpha,3.185,AgAg,0.07304257379810594,DFT
alpha,3.195,BB,0.013345196122682812,DFT
alpha,3.195,BAg,0.7532427966347836,DFT
alpha,3.195,AgAg,0.06365967686231039,DFT
alpha,3.205,BB,0.01903549998895261,DFT
alpha,3.205,BAg,0.7546758686492786,DFT
alpha,3.205,AgAg,0.05809779036254235,DFT
alpha,3.215,BB,0.027168712537521664,DFT
alpha,3.215,BAg,0.7546758686492786,DFT
alpha,3.215,AgAg,0.04456931287714053,DFT
alpha,3.225,BB,0.03782862030762238,DFT
alpha,3.225,BAg,0.7613283137704687,DFT
alpha,3.225,AgAg,0.03639721714598493,DFT
alpha,3.235,BB,0.04966389114220512,DFT
alpha,3.235,BAg,0.7644997348909469,DFT
alpha,3.235,AgAg,0.03619457204904089,DFT
alpha,3.245,BB,0.06667170637939253,DFT
alpha,3.245,BAg,0.7954149111174007,DFT
alpha,3.245,AgAg,0.030801794767441028,DFT
alpha,3.255,BB,0.08781937206652421,DFT
alpha,3.255,BAg,0.8232581593645293,DFT
alpha,3.255,AgAg,0.02939354782690755,DFT
alpha,3.265,BB,0.10952845017786293,DFT
alpha,3.265,BAg,0.823141981038214,DFT
alpha,3.265,AgAg,0.02434470827879962,DFT
alpha,3.275,BB,0.133304494392662,DFT
alpha,3.275,BAg,0.8278428774652362,DFT
alpha,3.275,AgAg,0.020991640337318946,DFT
alpha,3.285,BB,0.15663504483660917,DFT
alpha,3.285,BAg,0.8317459748535722,DFT
alpha,3.285,AgAg,0.02122743136096005,DFT
alpha,3.295,BB,0.18194626550974222,DFT
alpha,3.295,BAg,0.8382797697691636,DFT
alpha,3.295,AgAg,0.016785617215500388,DFT
alpha,3.305,BB,0.20541048933611517,DFT
alpha,3.305,BAg,0.8431277430135423,DFT
alpha,3.305,AgAg,0.016261781589660445,DFT
alpha,3.315,BB,0.22645969124131599,DFT
alpha,3.315,BAg,0.8497937834707905,DFT
alpha,3.315,AgAg,0.014253528383896904,DFT
alpha,3.325,BB,0.24463595703513386,DFT
alpha,3.325,BAg,0.8431277430135423,DFT
alpha,3.325,AgAg,0.010829359180050364,DFT
alpha,3.335,BB,0.24463595703513386,DFT
alpha,3.335,BAg,0.8497950194104321,DFT
alpha,3.335,AgAg,0.006678579269393584,DFT
alpha,3.345,BB,0.24463595703513386,DFT
alpha,3.345,BAg,0.8497950194104321,DFT
alpha,3.345,AgAg,0.0077933222786251794,DFT
