allotrope,r,elements,G(r),type
beta13,4.595,BAg,0.5990654743882597,NNP
beta13,4.595,AgAg,8.090177327821078e-4,NNP
beta13,4.605,BB,0.008193492801032345,NNP
beta13,4.605,BAg,0.6093734725980456,NNP
beta13,4.605,AgAg,7.679019000612637e-4,NNP
beta13,4.615,BB,0.005710611122698849,NNP
beta13,4.615,BAg,0.6212973134634356,NNP
beta13,4.615,AgAg,0.001225828101685328,NNP
beta13,4.625,BB,0.0037521904020297258,NNP
beta13,4.625,BAg,0.6325210262978656,NNP
beta13,4.625,AgAg,0.0017004887796998166,NNP
beta13,4.635,BB,0.002554198508685499,NNP
beta13,4.635,BAg,0.635215858718919,NNP
beta13,4.635,AgAg,0.0020844951419039266,NNP
beta13,4.645,BB,0.0015943807876263004,NNP
beta13,4.645,BAg,0.636614001186783,NNP
beta13,4.645,AgAg,0.002641609134054016,NNP
beta13,4.655,BB,0.0010142144926632984,NNP
beta13,4.655,BAg,0.6517933052965081,NNP
beta13,4.655,AgAg,0.0030835766297163517,NNP
beta13,4.665,BB,5.588031992057555e-4,NNP
beta13,4.665,BAg,0.6541293551266015,NNP
beta13,4.665,AgAg,0.004144054805742652,NNP
beta13,4.675,BB,2.7460098940956486e-4,NNP
beta13,4.675,BAg,0.657366852821463,NNP
beta13,4.675,AgAg,0.004174974798543501,NNP
beta13,4.685,BB,1.8017123708088088e-4,NNP
beta13,4.685,BAg,0.661744106110876,NNP
beta13,4.685,AgAg,0.00642315750090211,NNP
beta13,4.695,BB,1.301870707257847e-4,NNP
beta13,4.695,BAg,0.6625578398223313,NNP
beta13,4.695,AgAg,0.00826284166037923,NNP
beta13,4.705,BB,1.0829141916262386e-4,NNP
beta13,4.705,BAg,0.6732970112194856,NNP
beta13,4.705,AgAg,0.010782433188434193,NNP
beta13,4.715,BB,8.186143530910726e-5,NNP
beta13,4.715,BAg,0.6749540689591764,NNP
beta13,4.715,AgAg,0.014355410134310242,NNP
beta13,4.725,BB,1.0502000492629338e-4,NNP
beta13,4.725,BAg,0.6832250908977543,NNP
beta13,4.725,AgAg,0.01805672167396186,NNP
beta13,4.735,BB,1.5296524333874634e-4,NNP
beta13,4.735,BAg,0.6850850536667951,NNP
beta13,4.735,AgAg,0.02492805283395587,NNP
beta13,4.745,BB,2.455843059273218e-4,NNP
beta13,4.745,BAg,0.6877783008923065,NNP
beta13,4.745,AgAg,0.031080909752631187,NNP
beta13,4.755,BB,3.049110227061711e-4,NNP
beta13,4.755,BAg,0.6911140807107594,NNP
beta13,4.755,AgAg,0.04272056926477354,NNP
beta13,4.765,BB,5.301973444880748e-4,NNP
beta13,4.765,BAg,0.7091874234812902,NNP
beta13,4.765,AgAg,0.05128828870362998,NNP
beta13,4.775,BB,7.574465148117768e-4,NNP
beta13,4.775,BAg,0.7117892577638915,NNP
beta13,4.775,AgAg,0.06331228705101732,NNP
beta13,4.785,BB,0.001036277518908318,NNP
beta13,4.785,BAg,0.7147863341349139,NNP
beta13,4.785,AgAg,0.08182593750748063,NNP
beta13,4.795,BB,0.0016111030399320082,NNP
beta13,4.795,BAg,0.7191826097708283,NNP
beta13,4.795,AgAg,0.10158192889332579,NNP
beta13,4.805,BB,0.00212733220642496,NNP
beta13,4.805,BAg,0.719759620948042,NNP
beta13,4.805,AgAg,0.11956683639045987,NNP
beta13,4.815,BB,0.003083787217966814,NNP
beta13,4.815,BAg,0.728108317468168,NNP
beta13,4.815,AgAg,0.1421007508571155,NNP
beta13,4.825,BB,0.004468980085029991,NNP
beta13,4.825,BAg,0.7342826541034635,NNP
beta13,4.825,AgAg,0.1709476634237985,NNP
beta13,4.835,BB,0.005918307887005414,NNP
beta13,4.835,BAg,0.735374853831761,NNP
beta13,4.835,AgAg,0.20387845317582678,NNP
beta13,4.845,BB,0.00832616006022567,NNP
beta13,4.845,BAg,0.7401130033061895,NNP
beta13,4.845,AgAg,0.2423837075797647,NNP
beta13,4.855,BB,0.011506202936141447,NNP
beta13,4.855,BAg,0.7401130033061895,NNP
beta13,4.855,AgAg,0.27433758071337183,NNP
beta13,4.865,BB,0.014976473510400328,NNP
beta13,4.865,BAg,0.7483158618364701,NNP
beta13,4.865,AgAg,0.3115199248876906,NNP
beta13,4.875,BB,0.019365768030985376,NNP
beta13,4.875,BAg,0.7522482035771522,NNP
beta13,4.875,AgAg,0.3513519683733911,NNP
beta13,4.885,BB,0.024348162344677057,NNP
beta13,4.885,BAg,0.7550423749188248,NNP
beta13,4.885,AgAg,0.39181249673068175,NNP
beta13,4.895,BB,0.030872183989449194,NNP
beta13,4.895,BAg,0.7583036505468131,NNP
beta13,4.895,AgAg,0.43022598857533967,NNP
beta13,4.905,BB,0.03839229801360336,NNP
beta13,4.905,BAg,0.7599961109869374,NNP
beta13,4.905,AgAg,0.47043472401634523,NNP
beta13,4.915,BB,0.04646598097418517,NNP
beta13,4.915,BAg,0.7583036505468131,NNP
beta13,4.915,AgAg,0.5079902137668663,NNP
beta13,4.925,BB,0.05632059141326495,NNP
beta13,4.925,BAg,0.7550423749188248,NNP
beta13,4.925,AgAg,0.5390489586501062,NNP
beta13,4.935,BB,0.06490236304444931,NNP
beta13,4.935,BAg,0.7542460783583292,NNP
beta13,4.935,AgAg,0.5694886387312473,NNP
beta13,4.945,BB,0.07418499333209701,NNP
beta13,4.945,BAg,0.7448722887211752,NNP
beta13,4.945,AgAg,0.60042348199459,NNP
beta13,4.955,BB,0.08330457024785391,NNP
beta13,4.955,BAg,0.7419206546223509,NNP
beta13,4.955,AgAg,0.6203623335529133,NNP
beta13,4.965,BB,0.09159206675657021,NNP
beta13,4.965,BAg,0.7358535828853835,NNP
beta13,4.965,AgAg,0.6292503353544738,NNP
beta13,4.975,BB,0.0984295355328233,NNP
beta13,4.975,BAg,0.7358535828853835,NNP
beta13,4.975,AgAg,0.6423135336032718,NNP
beta13,4.985,BB,0.10432214379822331,NNP
beta13,4.985,BAg,0.7326816066062496,NNP
beta13,4.985,AgAg,0.6421287894168954,NNP
beta13,4.995,BB,0.10809866439264325,NNP
beta13,4.995,BAg,0.7281674981017283,NNP
beta13,4.995,AgAg,0.637116315028402,NNP
beta13,5.005,BB,0.10607309599278841,NNP
beta13,5.005,BAg,0.7276766158822854,NNP
beta13,5.005,AgAg,0.637116315028402,NNP
beta13,5.015,BB,0.10607309599278841,NNP
beta13,5.015,BAg,0.7212740110889712,NNP
beta13,5.015,AgAg,0.6187396434647768,NNP
beta13,5.025,BB,0.10607309599278841,NNP
beta13,5.025,BAg,0.7143652005193101,NNP
beta13,5.025,AgAg,0.6015516738466066,NNP
beta13,5.035,BB,0.10013602692553464,NNP
beta13,5.035,BAg,0.7143652005193101,NNP
beta13,5.035,AgAg,0.5796635328496662,NNP
beta13,5.045,BB,0.09393166049135242,NNP
beta13,5.045,BAg,0.7119298117685974,NNP
beta13,5.045,AgAg,0.5520884404886555,NNP
beta13,5.055,BB,0.08656355311008636,NNP
beta13,5.055,BAg,0.7109052470500832,NNP
beta13,5.055,AgAg,0.5148490217756542,NNP
beta13,5.065,BB,0.07829658282371801,NNP
beta13,5.065,BAg,0.7053966925423418,NNP
beta13,5.065,AgAg,0.4904287660994528,NNP
beta13,5.075,BB,0.06886845828989453,NNP
beta13,5.075,BAg,0.7031124257666138,NNP
beta13,5.075,AgAg,0.4564241992497634,NNP
beta13,5.085,BB,0.06010255929278537,NNP
beta13,5.085,BAg,0.6960176189200485,NNP
beta13,5.085,AgAg,0.4145745985277207,NNP
beta13,5.095,BB,0.05128691958340381,NNP
beta13,5.095,BAg,0.6948144555038253,NNP
beta13,5.095,AgAg,0.38137860611342556,NNP
beta13,5.105,BB,0.04330724033050596,NNP
beta13,5.105,BAg,0.6934828912487166,NNP
beta13,5.105,AgAg,0.35265371115274163,NNP
beta13,5.115,BB,0.03529854439412587,NNP
beta13,5.115,BAg,0.6934828912487166,NNP
beta13,5.115,AgAg,0.3187548707300487,NNP
beta13,5.125,BB,0.02837656661941426,NNP
beta13,5.125,BAg,0.6941708661138561,NNP
beta13,5.125,AgAg,0.2927429557828587,NNP
beta13,5.135,BB,0.022735157319723927,NNP
beta13,5.135,BAg,0.6934828912487166,NNP
beta13,5.135,AgAg,0.256774581505101,NNP
beta13,5.145,BB,0.017625832133662624,NNP
beta13,5.145,BAg,0.6910258381589327,NNP
beta13,5.145,AgAg,0.22949849323217877,NNP
beta13,5.155,BB,0.013411931063785396,NNP
beta13,5.155,BAg,0.6910258381589327,NNP
beta13,5.155,AgAg,0.20162273441787515,NNP
beta13,5.165,BB,0.010148094335779054,NNP
beta13,5.165,BAg,0.6910258381589327,NNP
beta13,5.165,AgAg,0.17722198382673807,NNP
beta13,5.175,BB,0.007350396096749383,NNP
beta13,5.175,BAg,0.6910258381589327,NNP
beta13,5.175,AgAg,0.15571807084069575,NNP
beta13,5.185,BB,0.005141065512093795,NNP
beta13,5.185,BAg,0.6863632496719966,NNP
beta13,5.185,AgAg,0.1327292224297839,NNP
beta13,5.195,BB,0.003588604474333032,NNP
beta13,5.195,BAg,0.6853756728494577,NNP
beta13,5.195,AgAg,0.11295926717622222,NNP
beta13,5.205,BB,0.002476871405666747,NNP
beta13,5.205,BAg,0.6855949582327394,NNP
beta13,5.205,AgAg,0.09395433238970095,NNP
beta13,5.215,BB,0.001665073766891377,NNP
beta13,5.215,BAg,0.6864678725777551,NNP
beta13,5.215,AgAg,0.07910331577580144,NNP
beta13,5.225,BB,0.0010882853973258884,NNP
beta13,5.225,BAg,0.6864678725777551,NNP
beta13,5.225,AgAg,0.06927652093117276,NNP
beta13,5.235,BB,6.92748592333278e-4,NNP
beta13,5.235,BAg,0.6893233381470437,NNP
beta13,5.235,AgAg,0.061852619577253874,NNP
beta13,5.245,BB,4.484119885798125e-4,NNP
beta13,5.245,BAg,0.6957840667768905,NNP
beta13,5.245,AgAg,0.052110494533699904,NNP
beta13,5.255,BB,2.705535652846164e-4,NNP
beta13,5.255,BAg,0.7048920719615368,NNP
beta13,5.255,AgAg,0.04404757999523011,NNP
beta13,5.265,BB,1.5339128798347776e-4,NNP
beta13,5.265,BAg,0.7025914248318768,NNP
beta13,5.265,AgAg,0.03497594225076269,NNP
beta13,5.275,BB,1.0375708687226812e-4,NNP
beta13,5.275,BAg,0.7035420137584405,NNP
beta13,5.275,AgAg,0.028727222271970037,NNP
beta13,5.285,BB,5.325558059142666e-5,NNP
beta13,5.285,BAg,0.7058859895662428,NNP
beta13,5.285,AgAg,0.022835910812111945,NNP
beta13,5.295,BB,3.9941685443569995e-5,NNP
beta13,5.295,BAg,0.7058859895662428,NNP
beta13,5.295,AgAg,0.019050261944426463,NNP
beta13,5.305,BB,1.6159264739455746e-5,NNP
beta13,5.305,BAg,0.7090119951746647,NNP
beta13,5.305,AgAg,0.014500368380129284,NNP
beta13,5.315,BB,1.9202440773251557e-5,NNP
beta13,5.315,BAg,0.7092952167781323,NNP
beta13,5.315,AgAg,0.012374979054198423,NNP
beta13,5.325,BB,1.6037537698103913e-5,NNP
beta13,5.325,BAg,0.7184375678661841,NNP
beta13,5.325,AgAg,0.010096984602508529,NNP
beta13,5.335,BB,4.30609408782107e-6,NNP
beta13,5.335,BAg,0.7206214389242652,NNP
beta13,5.335,AgAg,0.00791984030654901,NNP
beta13,5.345,BB,3.0583919139647883e-6,NNP
beta13,5.345,BAg,0.7234045138971451,NNP
beta13,5.345,AgAg,0.00695777415062004,NNP
beta13,5.355,BB,0,NNP
beta13,5.355,BAg,0.7342224166728754,NNP
beta13,5.355,AgAg,0.005428730635661856,NNP
beta13,5.365,BB,0,NNP
beta13,5.365,BAg,0.7377510619489134,NNP
beta13,5.365,AgAg,0.0032746378038692766,NNP
beta13,5.375,BB,0,NNP
beta13,5.375,BAg,0.7412601564799359,NNP
beta13,5.375,AgAg,0.00302051757629813,NNP
beta13,5.385,BB,0,NNP
beta13,5.385,BAg,0.7425135177549826,NNP
beta13,5.385,AgAg,0.002710209404820061,NNP
beta13,5.395,BB,0,NNP
beta13,5.395,BAg,0.7486794000140554,NNP
beta13,5.395,AgAg,0.0024233959948967605,NNP
beta13,5.405,BB,0,NNP
beta13,5.405,BAg,0.7589979661941199,NNP
beta13,5.405,AgAg,0.0018116455996971391,NNP
beta13,5.415,BB,0,NNP
beta13,5.415,BAg,0.7641667604574028,NNP
beta13,5.415,AgAg,0.0018411248759875555,NNP
beta13,5.425,BB,5.934193265901827e-7,NNP
beta13,5.425,BAg,0.7727939229943709,NNP
beta13,5.425,AgAg,0.0024898906030706323,NNP
beta13,5.435,BB,2.373677306360731e-6,NNP
beta13,5.435,BAg,0.7858263439419902,NNP
beta13,5.435,AgAg,0.0028762242765608278,NNP
beta13,5.445,BB,2.358461426191752e-6,NNP
beta13,5.445,BAg,0.7998680060512198,NNP
beta13,5.445,AgAg,0.002904484485034723,NNP
beta13,5.455,BB,5.295126298804708e-6,NNP
beta13,5.455,BAg,0.8018214953572264,NNP
beta13,5.455,AgAg,0.003289377442014485,NNP
beta13,5.465,BB,1.5231096049148024e-5,NNP
beta13,5.465,BAg,0.8023995633314681,NNP
beta13,5.465,AgAg,0.004246345677983458,NNP
beta13,5.475,BB,2.568440572523663e-5,NNP
beta13,5.475,BAg,0.8087789185901694,NNP
beta13,5.475,AgAg,0.005739592928874707,NNP
beta13,5.485,BB,5.001459811543412e-5,NNP
beta13,5.485,BAg,0.8155270960115951,NNP
beta13,5.485,AgAg,0.006548278188615945,NNP
beta13,5.495,BB,7.127118271149784e-5,NNP
beta13,5.495,BAg,0.8187582529242895,NNP
beta13,5.495,AgAg,0.008719770442880687,NNP
beta13,5.505,BB,1.073936822326541e-4,NNP
beta13,5.505,BAg,0.8187582529242895,NNP
beta13,5.505,AgAg,0.011225952224953917,NNP
beta13,5.515,BB,1.2944149259750475e-4,NNP
beta13,5.515,BAg,0.8262070867751892,NNP
beta13,5.515,AgAg,0.013926298262894854,NNP
beta13,5.525,BB,1.891638222607475e-4,NNP
beta13,5.525,BAg,0.8304432576613822,NNP
beta13,5.525,AgAg,0.01803644081846883,NNP
beta13,5.535,BB,2.804286715142838e-4,NNP
beta13,5.535,BAg,0.8342973964220022,NNP
beta13,5.535,AgAg,0.022593427140971227,NNP
beta13,5.545,BB,4.672188164686706e-4,NNP
beta13,5.545,BAg,0.8375856203742013,NNP
beta13,5.545,AgAg,0.028245801308791202,NNP
beta13,5.555,BB,7.167288194795889e-4,NNP
beta13,5.555,BAg,0.8425182205017567,NNP
beta13,5.555,AgAg,0.03238885869541125,NNP
beta13,5.565,BB,0.001100062488576678,NNP
beta13,5.565,BAg,0.8425182205017567,NNP
beta13,5.565,AgAg,0.04038284049007412,NNP
beta13,5.575,BB,0.001545933425168271,NNP
beta13,5.575,BAg,0.8449208485446055,NNP
beta13,5.575,AgAg,0.048407631453190894,NNP
beta13,5.585,BB,0.002183813553612211,NNP
beta13,5.585,BAg,0.8482154132789717,NNP
beta13,5.585,AgAg,0.05856224471611678,NNP
beta13,5.595,BB,0.003054694455083726,NNP
beta13,5.595,BAg,0.847808546423244,NNP
beta13,5.595,AgAg,0.06790894848973013,NNP
beta13,5.605,BB,0.004056934050054038,NNP
beta13,5.605,BAg,0.847808546423244,NNP
beta13,5.605,AgAg,0.07921425094710487,NNP
beta13,5.615,BB,0.00549987118235849,NNP
beta13,5.615,BAg,0.847808546423244,NNP
beta13,5.615,AgAg,0.0890770637044944,NNP
beta13,5.625,BB,0.007433566097753023,NNP
beta13,5.625,BAg,0.8477435534060304,NNP
beta13,5.625,AgAg,0.10241610375286701,NNP
beta13,5.635,BB,0.009602589815840987,NNP
beta13,5.635,BAg,0.8477435534060304,NNP
beta13,5.635,AgAg,0.1118443742458403,NNP
beta13,5.645,BB,0.01239261925126549,NNP
beta13,5.645,BAg,0.8477435534060304,NNP
beta13,5.645,AgAg,0.1253794625639789,NNP
beta13,5.655,BB,0.015967194684082725,NNP
beta13,5.655,BAg,0.8527680948750099,NNP
beta13,5.655,AgAg,0.14004429427499154,NNP
beta13,5.665,BB,0.019650046320182413,NNP
beta13,5.665,BAg,0.8561582997403978,NNP
beta13,5.665,AgAg,0.1558017432226479,NNP
beta13,5.675,BB,0.02440653046100526,NNP
beta13,5.675,BAg,0.8538824873408926,NNP
beta13,5.675,AgAg,0.16803154238233334,NNP
beta13,5.685,BB,0.029070988958566125,NNP
beta13,5.685,BAg,0.8549863118364965,NNP
beta13,5.685,AgAg,0.18186120181468218,NNP
beta13,5.695,BB,0.034630491175306845,NNP
beta13,5.695,BAg,0.8572320055207076,NNP
beta13,5.695,AgAg,0.19362808767713055,NNP
beta13,5.705,BB,0.04046753104632974,NNP
beta13,5.705,BAg,0.8583057113010175,NNP
beta13,5.705,AgAg,0.2043162093463048,NNP
beta13,5.715,BB,0.04651105041124569,NNP
beta13,5.715,BAg,0.8704668030991629,NNP
beta13,5.715,AgAg,0.21331603291394444,NNP
beta13,5.725,BB,0.052191807977052994,NNP
beta13,5.725,BAg,0.8704668030991629,NNP
beta13,5.725,AgAg,0.21874963982087237,NNP
beta13,5.735,BB,0.05756829358712123,NNP
beta13,5.735,BAg,0.8715331113002778,NNP
beta13,5.735,AgAg,0.21898580650423657,NNP
beta13,5.745,BB,0.06179374351004672,NNP
beta13,5.745,BAg,0.8715331113002778,NNP
beta13,5.745,AgAg,0.2239598248443361,NNP
beta13,5.755,BB,0.06673548099192689,NNP
beta13,5.755,BAg,0.876793318506471,NNP
beta13,5.755,AgAg,0.2261375232620304,NNP
beta13,5.765,BB,0.07010633100516166,NNP
beta13,5.765,BAg,0.8839409652044294,NNP
beta13,5.765,AgAg,0.22351364602348942,NNP
beta13,5.775,BB,0.07219478663775487,NNP
beta13,5.775,BAg,0.8862252319801576,NNP
beta13,5.775,AgAg,0.22351364602348942,NNP
beta13,5.785,BB,0.07369642663575125,NNP
beta13,5.785,BAg,0.8862252319801576,NNP
beta13,5.785,AgAg,0.22263724708775776,NNP
beta13,5.795,BB,0.07334121191320643,NNP
beta13,5.795,BAg,0.8839409652044294,NNP
beta13,5.795,AgAg,0.21580548021962725,NNP
beta13,5.805,BB,0.07220239457783936,NNP
beta13,5.805,BAg,0.8859398967826342,NNP
beta13,5.805,AgAg,0.20317061807181594,NNP
beta13,5.815,BB,0.0699423798963409,NNP
beta13,5.815,BAg,0.8859398967826342,NNP
beta13,5.815,AgAg,0.1968765709351181,NNP
beta13,5.825,BB,0.06748395013743896,NNP
beta13,5.825,BAg,0.8859398967826342,NNP
beta13,5.825,AgAg,0.18738501974003266,NNP
beta13,5.835,BB,0.06467809618663872,NNP
beta13,5.835,BAg,0.8848989517101882,NNP
beta13,5.835,AgAg,0.18360324972449066,NNP
beta13,5.845,BB,0.06129025003525519,NNP
beta13,5.845,BAg,0.8786421849067192,NNP
beta13,5.845,AgAg,0.16976128878962968,NNP
beta13,5.855,BB,0.05764800958332651,NNP
beta13,5.855,BAg,0.8779330741010223,NNP
beta13,5.855,AgAg,0.1594852120424395,NNP
beta13,5.865,BB,0.05514015864563573,NNP
beta13,5.865,BAg,0.8722110465936525,NNP
beta13,5.865,AgAg,0.14992129254879152,NNP
beta13,5.875,BB,0.053998541588317565,NNP
beta13,5.875,BAg,0.8646744985894401,NNP
beta13,5.875,AgAg,0.13407285681228392,NNP
beta13,5.885,BB,0.05350951841556675,NNP
beta13,5.885,BAg,0.8635368565889445,NNP
beta13,5.885,AgAg,0.12190101878605668,NNP
beta13,5.895,BB,0.05420978365270351,NNP
beta13,5.895,BAg,0.853972315088261,NNP
beta13,5.895,AgAg,0.11234740595667565,NNP
beta13,5.905,BB,0.05687359736212633,NNP
beta13,5.905,BAg,0.8503300641317276,NNP
beta13,5.905,AgAg,0.10245433815256699,NNP
beta13,5.915,BB,0.0602917839785668,NNP
beta13,5.915,BAg,0.8451100152125932,NNP
beta13,5.915,AgAg,0.09561991150010948,NNP
beta13,5.925,BB,0.06590508954758503,NNP
beta13,5.925,BAg,0.8405504644358738,NNP
beta13,5.925,AgAg,0.08348386973794918,NNP
beta13,5.935,BB,0.07270821608229674,NNP
beta13,5.935,BAg,0.8275354806392142,NNP
beta13,5.935,AgAg,0.07431082771601659,NNP
beta13,5.945,BB,0.0806776854796012,NNP
beta13,5.945,BAg,0.8217167562037948,NNP
beta13,5.945,AgAg,0.0673501721323757,NNP
beta13,5.955,BB,0.09019785087256683,NNP
beta13,5.955,BAg,0.8178023800125864,NNP
beta13,5.955,AgAg,0.05938500466792149,NNP
beta13,5.965,BB,0.09915169642152322,NNP
beta13,5.965,BAg,0.8072782668106023,NNP
beta13,5.965,AgAg,0.051271332578545645,NNP
beta13,5.975,BB,0.10748983137944189,NNP
beta13,5.975,BAg,0.7991958831414981,NNP
beta13,5.975,AgAg,0.046610393018598095,NNP
beta13,5.985,BB,0.11554750723408591,NNP
beta13,5.985,BAg,0.7825185692447758,NNP
beta13,5.985,AgAg,0.04174054956463763,NNP
beta13,5.995,BB,0.12198368760264253,NNP
beta13,5.995,BAg,0.7778813438865084,NNP
beta13,5.995,AgAg,0.036486810572820015,NNP
beta13,6.005,BB,0.12622097548033948,NNP
beta13,6.005,BAg,0.7752784528068792,NNP
beta13,6.005,AgAg,0.030183010893590004,NNP
beta13,6.015,BB,0.12523920124419644,NNP
beta13,6.015,BAg,0.7703093931818625,NNP
beta13,6.015,AgAg,0.025885131894271798,NNP
beta13,6.025,BB,0.12782918750303937,NNP
beta13,6.025,BAg,0.7663876194114592,NNP
beta13,6.025,AgAg,0.021483964603590176,NNP
beta13,6.035,BB,0.12523920124419644,NNP
beta13,6.035,BAg,0.7650037437034712,NNP
beta13,6.035,AgAg,0.01869861629153364,NNP
beta13,6.045,BB,0.12160214940740538,NNP
beta13,6.045,BAg,0.7619554126765974,NNP
beta13,6.045,AgAg,0.015573037234320792,NNP
beta13,6.055,BB,0.11424196949970734,NNP
beta13,6.055,BAg,0.7621752264583931,NNP
beta13,6.055,AgAg,0.012306267959085423,NNP
beta13,6.065,BB,0.10560009514185553,NNP
beta13,6.065,BAg,0.7577504173027263,NNP
beta13,6.065,AgAg,0.010326501825055345,NNP
beta13,6.075,BB,0.09641279234346649,NNP
beta13,6.075,BAg,0.7561498982040262,NNP
beta13,6.075,AgAg,0.008618698638456403,NNP
beta13,6.085,BB,0.08553821580901953,NNP
beta13,6.085,BAg,0.7561498982040262,NNP
beta13,6.085,AgAg,0.008083638691350647,NNP
beta13,6.095,BB,0.07462327154448428,NNP
beta13,6.095,BAg,0.7547665508945522,NNP
beta13,6.095,AgAg,0.006115509113750996,NNP
beta13,6.105,BB,0.0640741474709716,NNP
beta13,6.105,BAg,0.7544695909297224,NNP
beta13,6.105,AgAg,0.004931905088256076,NNP
beta13,6.115,BB,0.05332310866761659,NNP
beta13,6.115,BAg,0.7539068465123848,NNP
beta13,6.115,AgAg,0.004080330806242691,NNP
beta13,6.125,BB,0.04378552109185748,NNP
beta13,6.125,BAg,0.7536674819855737,NNP
beta13,6.125,AgAg,0.0037225898142672605,NNP
beta13,6.135,BB,0.03555567755310145,NNP
beta13,6.135,BAg,0.7511898213537463,NNP
beta13,6.135,AgAg,0.0039009061885201934,NNP
beta13,6.145,BB,0.028139533638141905,NNP
beta13,6.145,BAg,0.7511898213537463,NNP
beta13,6.145,AgAg,0.004082768941875732,NNP
beta13,6.155,BB,0.021755604602085563,NNP
beta13,6.155,BAg,0.7470418930193801,NNP
beta13,6.155,AgAg,0.0047236661403249015,NNP
beta13,6.165,BB,0.016736509585426305,NNP
beta13,6.165,BAg,0.7457779637740546,NNP
beta13,6.165,AgAg,0.006007677024162367,NNP
beta13,6.175,BB,0.012252252756706659,NNP
beta13,6.175,BAg,0.7427877565837134,NNP
beta13,6.175,AgAg,0.007072144876679099,NNP
beta13,6.185,BB,0.008886439199807817,NNP
beta13,6.185,BAg,0.7424120652403077,NNP
beta13,6.185,AgAg,0.008525384538319069,NNP
beta13,6.195,BB,0.006405794255859164,NNP
beta13,6.195,BAg,0.7427877565837134,NNP
beta13,6.195,AgAg,0.012099913025052507,NNP
beta13,6.205,BB,0.004370076863931626,NNP
beta13,6.205,BAg,0.7401917346847654,NNP
beta13,6.205,AgAg,0.01705132319837292,NNP
beta13,6.215,BB,0.002997482745648365,NNP
beta13,6.215,BAg,0.7415460200759731,NNP
beta13,6.215,AgAg,0.021024486861108718,NNP
beta13,6.225,BB,0.002056334909556504,NNP
beta13,6.225,BAg,0.7401917346847654,NNP
beta13,6.225,AgAg,0.02722854462807792,NNP
beta13,6.235,BB,0.0013561457518205954,NNP
beta13,6.235,BAg,0.7415460200759731,NNP
beta13,6.235,AgAg,0.036807647057258946,NNP
beta13,6.245,BB,8.300110473376379e-4,NNP
beta13,6.245,BAg,0.7352945372576434,NNP
beta13,6.245,AgAg,0.04504765890216515,NNP
beta13,6.255,BB,5.201244318162107e-4,NNP
beta13,6.255,BAg,0.7349346978696557,NNP
beta13,6.255,AgAg,0.05513267447520238,NNP
beta13,6.265,BB,2.861954900983269e-4,NNP
beta13,6.265,BAg,0.7269912830097156,NNP
beta13,6.265,AgAg,0.07038653759028858,NNP
beta13,6.275,BB,1.8263620966825549e-4,NNP
beta13,6.275,BAg,0.7262192927808611,NNP
beta13,6.275,AgAg,0.08367071958691776,NNP
beta13,6.285,BB,1.2270085768264702e-4,NNP
beta13,6.285,BAg,0.7270573328239571,NNP
beta13,6.285,AgAg,0.10168488471164834,NNP
beta13,6.295,BB,6.755850795026696e-5,NNP
beta13,6.295,BAg,0.7210050562453797,NNP
beta13,6.295,AgAg,0.12246744202335112,NNP
beta13,6.305,BB,4.97407122723925e-5,NNP
beta13,6.305,BAg,0.7179683499858125,NNP
beta13,6.305,AgAg,0.14192010717157647,NNP
beta13,6.315,BB,2.3691125423100373e-5,NNP
beta13,6.315,BAg,0.715080652107174,NNP
beta13,6.315,AgAg,0.168854413158485,NNP
beta13,6.325,BB,2.1865219802822887e-5,NNP
beta13,6.325,BAg,0.7085554588586275,NNP
beta13,6.325,AgAg,0.1924122337666713,NNP
beta13,6.335,BB,1.3085656945321978e-5,NNP
beta13,6.335,BAg,0.7027372628217221,NNP
beta13,6.335,AgAg,0.2189213067343079,NNP
beta13,6.345,BB,1.2172704135183237e-5,NNP
beta13,6.345,BAg,0.6956186780420298,NNP
beta13,6.345,AgAg,0.24382464573889248,NNP
beta13,6.355,BB,1.4728972003571715e-5,NNP
beta13,6.355,BAg,0.6872308800318729,NNP
beta13,6.355,AgAg,0.2659405307688284,NNP
beta13,6.365,BB,1.036201439507473e-5,NNP
beta13,6.365,BAg,0.6782301397455549,NNP
beta13,6.365,AgAg,0.2948173659091896,NNP
beta13,6.375,BB,1.3344326908194623e-5,NNP
beta13,6.375,BAg,0.670092274232488,NNP
beta13,6.375,AgAg,0.31740768996844604,NNP
beta13,6.385,BB,2.8331968874638983e-5,NNP
beta13,6.385,BAg,0.6647406540833845,NNP
beta13,6.385,AgAg,0.3397597416817461,NNP
beta13,6.395,BB,4.920815646647823e-5,NNP
beta13,6.395,BAg,0.6535814058676541,NNP
beta13,6.395,AgAg,0.36018511212320825,NNP
beta13,6.405,BB,6.739113326840818e-5,NNP
beta13,6.405,BAg,0.6436675929492616,NNP
beta13,6.405,AgAg,0.3746221998012254,NNP
beta13,6.415,BB,9.48253652130774e-5,NNP
beta13,6.415,BAg,0.6293944922909298,NNP
beta13,6.415,AgAg,0.38799315726152145,NNP
beta13,6.425,BB,1.2715911057215788e-4,NNP
beta13,6.425,BAg,0.6194822645680791,NNP
beta13,6.425,AgAg,0.4021711376163545,NNP
beta13,6.435,BB,1.8254491438724163e-4,NNP
beta13,6.435,BAg,0.6075309469799647,NNP
beta13,6.435,AgAg,0.4109032095617473,NNP
beta13,6.445,BB,3.2099420804478193e-4,NNP
